stationcode,comid,masterid
CAT08722-105,8943675,NA
CAT08722-042,8944459,NA
113GAR021,2666269,113GAR021
204R00383,2804015,204R00383
204R00473,2808535,204R00473
403STC064,17567965,403STC064
412LAR004,22515754,412LAR004
518FCA059,20294501,518FCA059
526CE0675,7927451,526CE0675
SMC17891,17569217,SMC17891
206RDO040,1669927,NA
203COD020,1671603,203COD020
204R00665,2806319,204R00665
204R00852,2808521,204R00852
404S13672,20365093,404S13672
R5BIO-157,7994631,522MFSCMC
NF508723-109,7925035,526TRN109
535PS0477,2819686,535PS0477
603PS0044,20277331,603PS0044
635MAR003,8933968,635MAR003
SMC02058,20325163,911S02058
206MIL020,1669919,NA
CAT08722-060,8942877,NA
403S04868,948070356,403S04868
403STC093,17569153,403STC093
SMC05992,20364737,404S05992
412M08986,22519452,412M08986
801S02749,22563068,801S02749
SMC02563,20355416,SMC02563
911S03510,20325681,SMC03510
402S08655,17585796,SMC08655
CAT08722-123,8941685,NA
p-TAHCAT08722-088,8942871,NA
801S02947,20355372,801S02947
801S03971,20355412,801S03971
845SGB007,22525731,845SGB007
901S02873,20348717,901S02873
905PS0026,20330878,905PS0026
911S00858,20326313,911S00858
SMC06216,22514628,SMC06216
SGUR00428,22520983,SMC00428
107WER092,8315549,107WER092
114MRCMRx,8268617,114MRCMRx
204SLE210,2803717,204SLE210
200COYCOI,17694855,205CYCBBC
520PS0202,2849683,520PS0202
SMC00957,22560496,SMC00957
403S01215,17573665,SMC01215
SMC01717,20341551,SMC01717
412S01808,22514400,SMC01808
SMC02152,20364957,SMC02152
CAT08722-145,8943717,NA
SJC522,1889708,NA
SYTQ1,17610711,NA
VENTURA3,17586878,NA
203COR090,1671533,NA
TAH03Logan-1,8942509,NA
SGB05535-018,22523149,405SGB018
519FCA035,7978069,519FCA035
526PS1420,7928707,526PS1420
SMC01372,17574585,SMC01372
SMC28522,22520987,SMC28522
CAT08722-023,8941723,NA
CAT08722-088,8942871,NA
EPA01-0516,8924919,NA
202LAH950,17687887,202LAH950
408CAL006,17562684,408CAL006
526PS0472,7927647,526PS0472
555PS0064,14930319,555PS0064
901PS0057,20350529,901PS0057
SMC00520,22514494,SMC00520
SMC01013,22549073,SMC01013
SGB05535-079,22525157,NA
206YOR010,1668295,NA
SMCR8_124,22558296,NA
304BUTCYN,17688195,NA
309DAV,8200471,309DAV
402S09503,17587578,402S09503
SMC16978,17574539,403S16978
SMC44210,20364777,404S44210
802S25949,22535148,802S25949
911NP9SCC,20325137,911NP9SCC
304SHIBRO,17682490,NA
207ALH030,948050078,NA
205ADO060,17692997,NA
201WLK140,5329339,201WLK140
202PES190,17688145,202PES190
207SUI210,2784517,207SUI210
722ABSPPC,22595619,722ABSPPC
SA-A-06-012,22527359,801CBN012
SA-B-06-051,22560330,801STW051
SMCR8_074,22558962,SMC19325
205LGU080,17692593,NA
206CON045,1668981,NA
206NOV240,1670471,NA
305LLAWTP,948060250,NA
205R00346,17695687,205R00346
801S01523,22558930,801S01523
901S01934,20350681,SMC01934
905S03222,20328660,SMC03222
SMC26694,20332982,SMC26694
SJ-C-06-172,22535178,SMC41353
207ALH080,2789235,NA
206PNL050,1671763,NA
206DRY045,1669101,NA
204R01007,2804885,204R01007
206PET350,1669271,206PET350
305UVASWA,17661237,305UVCASC
901S04565,20348767,901S04565
402S05407,17585818,SMC05407
SMC10756,17574521,SMC10756
906S06918,20331496,SMC06918
204SAU090,2803791,NA
206SPA134,1671513,NA
202BUT040,17688195,202BUT040
205R01443,17693255,205R01443
206DRY100,1669037,206DRY100
SMC19486,20355412,801S19486
901S11685,20348919,901S11685
SMC00282,20332896,909S00282
801S08094,22560942,SMC08094
404S13076,20365091,SMC13076
307JAMTAS,17600825,NA
203ACM070,1671593,NA
205COY221,17694207,NA
204COR050,2809123,NA
205PER030,17693231,205PER030
522PS0430,7994699,522PS0430
SMC00756,22514962,SMC00756
SMC01158,20331138,SMC01158
412S01656,22514958,SMC01656
902S08157,22545393,SMC08157
304LAGSMI,17682570,NA
207WAL340,2789351,NA
535SR5xxx,2825826,535SR5xxx
535TR2xxx,2820002,535TR2xxx
541OC0001,2827158,541OC0001
541SS1xxx,19777307,541SS1xxx
553KRNAYC,14917925,553KRNAYC
554PMCABC,14971713,554PMCABC
603UOW007,20273489,603UOW007
801WE0806,22555754,801WE0806
206RFG030,1669939,NA
504DYCBSB,12068274,504DYCBSB
524BCSFPW,2764520,507BCSFPW
514GWCH49,14982016,514GWCH49
514WSCSFR,14980718,514WSCSFR
518SPC134,8041871,518SPC134
519AC0010,15024827,519AC0010
519SED006,15034345,519SED006
536SED006,17081693,536SED006
901M14124,20350837,901M14124
206SAL017,1669155,NA
206SUS010,1670233,NA
304MORSSJ,17683354,NA
308SANHY1,8190321,310SCP
312MANNIR,17626881,312MZCDBC
SMC34646,17574547,403S34646
SMC15678,22525157,SMC15678
SMC20032,22525157,SMC20032
SMC21796,20366113,SMC21796
SMC00198,20331208,SMC00198
309SALKIN,948060164,NA
314SANCRU,17611411,NA
SJ-C-07-147,22535148,NA
SMCR8_217,22555582,NA
315JAL,17593975,315JAL
403PRCAFF,17572259,403PRCAFF
507RCABRS,2766672,507RCABRS
SA-C-06-027,22554548,801CJW027
SMCR8_191,22560450,801RB8191
801STW258,22556328,801STW258
SMCR8_305,20355334,NA
309BGCNVS,8205173,NA
205COY230,17695645,NA
206NOV030,1669903,NA
309CHA146,8202233,NA
305BRCCAS,17662341,NA
STC040,2820000,NA
205STE120,17693035,205STE120
509BCCBPW,8022222,509BCCBPW
402S05199,17586840,SMC05199
206SON200,-9999,NA
b11295230,343061,NA
111WE0825,2705433,111WE0825
206WAL415,2789399,207WAL415
309USA,8211471,309USA
801SJR159,22535256,801SJR159_archived
801WE0674,22558770,801WE0674
902ASTRLC,22550557,902ARO100
SMC41845,20343047,SMC41845
SMC04308,17564110,SMC04308
SMC06653,22563032,SMC06653
105WE1000,3917934,105WE1000
111WE1056,2706393,111WE1056
312WE1028,17626437,312WE1028
412WE0896,22514528,412WE0896
519KBCR12,15034579,519KBCR12
520CC0354,1682665,520CC0354
632ECR007,8924095,632ECR007
634UTR002,8944503,634UTR002
719TRMDSS,22591957,719TRMDSS
904CBAHC6,20341917,904AHC004
544MSH010,1896910,NA
DGKC1,20328612,NA
204R02527,2804017,NA
205R00088,17693241,205R00088
205R00227,17693219,205R00227
518PS0113,2773072,518PS0113
540GNCBTC,17112885,540GNCBTC
540PS0008,17116199,540PS0008
603OAK001,20266617,603OAK001
631COT001,10744356,631COT001
632PLV001,8922855,632PLV001
204R01448,2809133,NA
204R01945,2808527,NA
205R00622,17692601,NA
204R01759,2804011,204R01759
205R00714,17694447,205R00714
205R00915,17694161,205R00915
205R01091,948050173,205R01091
205R01306,17695689,205R01306
511PTCUCD,15039031,511PTCUCD
635BER001,8934064,635BER001
801SANT1,22561360,801SANT1x
906CCECRx,20331160,906CCECRx
205R01706,17693061,NA
205R01882,17694425,NA
205R02211,17693255,NA
205R02670,17692601,NA
402M00009,17586774,402M00009
518FRE265,8025256,518FRE265
519PGCASB,15034319,519PGCASB
520SQCWGx,8061265,520SQCWGx
631CE0074,10744394,631CE0074
633FRD001,8922825,633FRD001
635JUN001,8933790,635JUN001
R5BIO-301,20329478,NA
Vandenberg3,17593957,NA
202R00248,17687979,202R00248
202R00328,17687547,202R00328
405WE0777,22520971,405WE0777
509SPIJD3,8021334,509SPIJD3
509SPIJD4,8021334,509SPIJD4
514PCAPC2,14997893,514PCAPC2
531CE0134,3952869,531CE0134
534WER219,346279,534WER219
SEDTMDL_114,17115031,540SED114
631MIL001,10744290,631MIL001
R5BIO-408,22227544,NA
SAC003,20192498,NA
202R01612,17687393,NA
Sentinel10,8915507,NA
SA-C-05-376,22558774,NA
SEDTMDL_65,8190677,310SED065
407M01516,17587628,407M01516
412CE0104,22515036,412CE0104
532CE0235,20194994,532CE0235
R5BIO-6516,20329660,905BMCCGx
906M23302,20331478,906M23302
911M24913,20325579,911M24913
543MSH130,1893504,NA
603CON001,20274121,603CON001
630EWK004,8915071,630EWK004
632BGV001,8923087,632BGV001
634SAX003,8944515,634SAX003
801BNC530,22558750,801BNC530
801LYC600,24843846,801LYC600
SMCR8_567,22560562,801RB8567
SJ-C-07-635,22535158,802INC635
802WE0539,22536082,802WE0539
HTB_11,20365045,NA
403BA0064,17572253,NA
403BA0191,17573663,NA
403BA0960,17569839,NA
206SON320,1670131,NA
105WE0598,8258763,105WE0598
106FCA008,8232456,106FCA008
108FCA013,8315767,108FCA013
113WE0619,2663845,113WE0619
114FCA002,8272561,114FCA002
204FCA016,2810225,204FCA016
719BMCPRE,22590997,719BMCPRE
404BA0808,20364887,NA
404BA1128,20364949,NA
531PS0164,2975408,NA
577PS0122,948020790,NA
634PS0070,346725,NA
412BH1Cxx,22514632,412BH1Cxx
514RCR001,14992883,514RCR001
518LST001,8037505,518LST001
519FCA004,15022523,519FCA004
522FCA005,7994263,522FCA005
532TGR001,17055724,532TGR001
537FCA009,21609805,537FCA009
540SJR001,948040331,540SJR001
719FCA001,22592131,719FCA001
MTTF1,20348717,NA
114RR1041,8273673,NA
114RR1310,8272963,NA
114RR1599,8272679,NA
114RR2678,8272729,NA
114RR2769,8272655,NA
114GV5331,8273271,114GV5331
114MRCURX,8268635,114MRCURX
114MW8747,8272511,114MW8747
533SPIUSA,17066106,533SPIUSA
536SPILJW,17081499,536SPILJW
536SPIUJW,17081327,536SPIUJW
LALT503,22514962,LALT503
114RR2899,8272379,NA
207R00532,2790431,NA
207R00567,2789553,NA
207R00788,2790435,NA
207SUI070,2784569,207SUI070
207SUI800,2786581,207SUI800
207SUL200,2785021,207SUL200
207WHC634,2784617,207WHC634
308LIM,8189197,308LIM
412BH1Bxx,22514632,412BH1Bxx
412BH4Bxx,948070460,412BH4Bxx
531CR1047,3953581,531CR1047
535CR1051,2820002,535CR1051
412BH4Cxx,948070459,NA
204ALP105,2808527,NA
206RED032,1669177,NA
105CR0906,4439804,105CR0906
105CR0913,362143,105CR0913
106HLCACC,8241296,106HLCACC
206PIN610,1671465,206PIN610
536CHR001,17081431,536CHR001
907SDB014,20332528,907SDB014
911NP9ATC,20326337,911NP9ATC
911TJKC1x,20325149,911TJKC1x
SMC02680,22514854,SMC02680
SMC05640,22514620,SMC05640
206SON019,1670207,NA
206TUL030,1669209,NA
204ALA320,2808563,204ALA320
204ALA382,2806865,204ALA382
204ALA396,2808603,204ALA396
304SOU,17683352,304SOU
308SBCAH1,8188669,308SBCAH1
405BRCSGR,22524629,405BRCSGR
408BH6Cxx,17564104,408BH6Cxx
535CR0910,2820014,535CR0910
535CR1042,2833552,535CR1042
903NP9LWF,20343171,903NP9LWF
903NP9UAC,20343125,903NP9UAC
204ALP151,2806369,NA
204ALA500,2807007,204ALA500
204DW0227,2808573,204DW0227
204SLE150,2803751,204SLE150
309ANT,8210405,309ANT
309NAF,8204575,309NAF
310AGS,8193677,310AGS
312CAV,17637968,312CAV
312ORB,17624441,312ORB
313SAB,17620132,313SAB
404ARRSEQ,20365007,404ARRSEQ
513CCNASC,8005975,513CCNASC
515CR1050,7972441,515CR1050
206R00215,1671493,NA
636LTR003,8933374,NA
902ARO100,22550557,NA
SLFR1,20343005,NA
SLFY1,20343047,NA
405BH3Bxx,22522871,405BH3Bxx
408BH5Bxx,948070571,408BH5Bxx
408BH5Cxx,948070571,408BH5Cxx
408BH6Bxx,17562588,408BH6Bxx
408M03819,17563970,408M03819
ACJ01,20350539,ACJ01
SMC05107,22558964,SMC05107
SMC05694,22518110,SMC05694
TJCT2,20325127,NA
206HMC030,1669015,NA
206NAP090,1670135,NA
206NAP140,1670127,NA
206NAP150,1668313,NA
206NAP200,1668213,NA
206R00727,1671763,NA
113GAR042,2666345,113GAR042
206DW0180,1669277,206DW0180
402M00222,17586696,402M00222
541CR1006,2820096,541CR1006
SMC06044,22514800,SMC06044
SMC06496,22523021,SMC06496
111SF1016,8284936,NA
111SF1569,8284970,NA
105CR1004,4442642,105CR1004
106PS0206,8246052,106PS0206
111CR1012,2702661,111CR1012
111SF1944,8286788,111SF1944
402M00046,17586760,402M00046
403M01538,17574757,403M01538
403M01553,17574519,403M01553
408M03038,17563908,408M03038
408M03047,17562626,408M03047
801M12652,20361330,801M12652
111SF2538,8285172,NA
543R00137,1896956,NA
544R00025,1892854,NA
545CR1002,19797469,545CR1002
603CR1048,20276389,603CR1048
632HOS002,8922757,632HOS002
801M12665,20355506,801M12665
801M12669,20355368,801M12669
901M14137,20350669,901M14137
901M14138,20348499,901M14138
901SJSMT3,20351605,901SJSMT3
907SDB035,20334398,907SDB035
SC-MB,20348913,SC-MB
206SAL050,1669155,NA
206SON140,1669119,NA
206SON260,1669045,NA
207R00011,2789275,NA
207R00247,2789571,NA
207R00271,2790411,NA
207R00375,2789271,NA
207R00503,2789301,NA
207GVC800,2784599,207GVC800
207LPC025,2790383,207LPC025
902M18893,22548371,902M18893
905M21756,20328616,905M21756
906M21738,20331268,906M21738
403M01500,17573685,403M01500
403M01528,17573685,403M01528
403M05774,17574585,403M05774
403M05780,17569783,403M05780
404M04599,20365005,404M04599
907M23362,20332438,907M23362
910M24924,20331700,910M24924
911M24934,20325165,911M24934
REF-FC,22563198,REF-FC
402M00029,17587720,402M00029
403M01522,17574677,403M01522
404M07358,20366115,404M07358
408M03027,948070330,408M03027
408M03036,17562610,408M03036
412M08608,22515806,412M08608
412M08610,22514864,412M08610
412M08615,22514972,412M08615
412M08616,22514934,412M08616
412M08622,22514928,412M08622
801M12641,20355352,801M12641
801M12644,22563124,801M12644
801M16908,22560628,801M16908
801M16916,22560452,801M16916
404M07357,20365153,404M07357
902M20173,22549103,902M20173
903M20165,948070417,903M20165
902M18865,22548275,902M18865
907M23331,20332970,907M23331
907M23330,20330036,907M23330
909M24925,20334440,909M24925
904M21729,20341969,904M21729
907M23348,20331482,907M23348
907M23327,20332972,907M23327
905M21725,20328662,905M21725
905M21737,20329184,905M21737
903M20166,20342531,903M20166
901M14126,20348695,901M14126
403M05800,17572339,403M05800
404M07364,20364949,404M07364
404M07365,20365183,404M07365
404M07368,20365889,404M07368
801M16973,22560598,801M16973
801M16976,22556304,801M16976
902M18901,22548197,902M18901
903M20214,20342539,903M20214
911M24926,20325559,911M24926
LC-133,20348565,LC-133
SD-AP,20350811,SD-AP
909M24937,20333036,909M24937
903M20230,20342513,903M20230
903M20235,20344395,903M20235
904M21764,20341805,904M21764
906M21754,20331140,906M21754
906M21770,20331326,906M21770
907M23349,20331452,907M23349
907M23367,20332536,907M23367
907M23373,948070396,907M23373
907M23379,20333074,907M23379
909M24955,20334494,909M24955
911M24949,20325057,911M24949
801SHDCYN,20355598,NA
901AUDCRW,20348453,NA
901AUDFOX,20348393,NA
901EMRCYN,20348611,NA
901LAUREL,20348449,NA
901SJLANV,20348919,NA
901SJVERD,20348737,NA
901TCTCR,20348227,NA
902LNGCYN,22545469,NA
902PECHNG,22549093,NA
902SMAS2x,22549497,NA
902WRMSPC,22547091,NA
904ESCELN,20342575,NA
204R00751,2803759,204R00751
905DGCC2x,20329506,NA
906SLCFGC,20331316,NA
907NP9OSU,20331400,NA
907SRSD2x,20329758,NA
908CHI805,20331542,NA
910NP9ARP,20333616,NA
910NP9CCN,20333580,NA
910NP9RJT,20333356,NA
910SYCAM,20333602,NA
106NC0023,8241984,106NC0023
105NC0459,361367,105NC0459
102PS0331,23936111,102PS0331
113NC0388,2662149,113NC0388
113NC0204,2666381,113NC0204
112NC0349,2544451,112NC0349
111NC0351,8287372,111NC0351
111BVCMFE,8297229,111BVCMFE
110NC0390,8317107,110NC0390
106YJCENT,8243832,106YJCENT
106PS0334,8232482,106PS0334
201LAG140,5329511,201LAG140
114PS0344,8271035,114PS0344
113NC0396,2666375,113NC0396
509WS0405,8021334,509WS0405
507WS0693,2764824,507WS0693
507PS0181,2764276,507PS0181
404R4S056,20365165,404R4S056
312NPPCBR,17632482,312NPPCBR
309SLCAAS,8205363,309SLCAAS
205PS0365,17695691,205PS0365
402S01567,17585776,SMC01567
514PS0863,15009435,514PS0863
514PS0162,14982062,514PS0162
514ALCANC,14982952,514ALCANC
519PS0834,15024787,519PS0834
519PS0817,15036577,519PS0817
519PS0790,948021135,519PS0790
519PS0765,15022615,519PS0765
518WS0621,8029776,518WS0621
518RCAJNC,2773540,518RCAJNC
518CMC383,2775724,518CMC383
518CDS022,8040879,518CDS022
520PS0846,1679245,520PS0846
519PS0897,15022679,519PS0897
519PS0838,15040375,519PS0838
540KSR052,17115107,540KSR052
540DTC352,17115183,540DTC352
536RCCACR,17076389,536RCCACR
532WS0419,17057298,532WS0419
526PS1868,7928597,526PS1868
526OT0508,7952068,526OT0508
525NC0638,7965083,525NC0638
525NC0510,7965111,525NC0510
523PS0803,7984215,523PS0803
554NMCCVM,14970721,554NMCCVM
554NMCCVD,14970721,554NMCCVD
540SJS336,17115165,540SJS336
316ROSA02,17591104,316ROSA02
316ROSA01,17591156,316ROSA01
801SARBFC,22558780,801SARBFC
801SAMI1x,22558964,801SAMI1x
801M15424,22563070,801M15424
801M15414,22555238,801M15414
801M15378,22557786,801M15378
316AR01,17589832,316AR01
635PS0194,8934064,635PS0194
316ROSA07,17591176,316ROSA07
316ROSA06,17591098,316ROSA06
316ROSA04,17589808,316ROSA04
404MBCASC,20364983,404MBCASC
404LCCALV,20364949,404LCCALV
404LCCAH1,20365133,404LCCAH1
404ESCAH1,20365187,404ESCAH1
404BDMAMC,20365893,404BDMAMC
404RMCAH1,20365191,404RMCAH1
316WA03,17591104,316WA03
316ROSA30,17591110,316ROSA30
316ROSA20,17591170,316ROSA20
404SSTSCR,20365151,404SSTSCR
404SSCALC,20365151,404SSCALC
316ROSA08,17591058,316ROSA08
635PCNA89,8933718,635PCNA89
521PS0161,2770154,521PS0161
517PS0836,8053943,517PS0836
316LO04,17589796,316LO04
309PS0370,8200463,309PS0370
404WFTECR,20365029,404WFTECR
514WS0083,14982152,514WS0083
316ROSA18,17591104,316ROSA18
316ROSA15,17591142,316ROSA15
106PS0307,8242034,106PS0307
b11403530,2775448,518403530
CAT08722-148,8942501,000CAT148
CAT08722-228,8942503,000CAT228
204PS0378,2806865,204PS0378
b11427500,14993579,514427500
b11421790,15014455,516421790
b11413300,8056663,517413300
b11395200,8037383,518395200
b11396200,8037545,518396200
101WE1111,23949493,101WE1111
102PS0139,23936337,102PS0139
102PS0177,23945257,102PS0177
103FS0405,22226836,103CDCHHR
103FC1106,22226634,103FC1106
103FCA168,22226990,103FCA168
103FS0404,22227592,103KLCMSR
103PS0217,22226948,103PS0217
103RDCBCC,22226612,103RDCBCC
103WE0585,22227602,103WE0585
103WE0817,22226782,103WE0817
103WE1072,22226752,103WE1072
103WER029,22226788,103WER029
105FS0415,4439580,105BVCAGC
105CE0029,3917966,105CE0029
105CE0073,3918426,105CE0073
105CE0141,361921,105CE0141
105CE0149,4442318,105CE0149
105CE0173,3917192,105CE0173
105CE0205,3917288,105CE0205
105CE0269,3917126,105CE0269
105CE0329,8257849,105CE0329
105CE0381,3917948,105CE0381
105CE0489,3800891,105CE0489
105CE0525,948010088,105CE0525
105CE0557,3799671,105CE0557
105CE0685,3917120,105CE0685
105CE0765,3918402,105CE0765
105FS0424,4439224,105CLCATC
105CR0901,4442592,105CR0901
105CR0908,4442414,105CR0908
105FS0418,4439728,105DLCDCC
105FC1297,8257759,105FC1297
105FCA010,359295,105FCA010
105FCA020,4442592,105FCA020
105FCA040,4439896,105FCA040
105FCA116,8257773,105FCA116
105FCA132,361533,105FCA132
NF508723-087,2557175,105FLH087
105FS0416,4439616,105FS0416
105FS0425,8257711,105FS0425
105PS0028,948010238,105PS0028
105PS0043,360453,105PS0043
105PS0067,8258279,105PS0067
105PS0069,4441596,105PS0069
105PS0083,8257681,105PS0083
105PS0092,8265412,105PS0092
105PS0097,4439186,105PS0097
105PS0149,4441788,105PS0149
105PS0154,8258357,105PS0154
105PS0195,8258155,105PS0195
105PS0211,3800947,105PS0211
105PS0468,2556363,105PS0468
105PS0540,8264738,105PS0540
105PS0660,2557039,105PS0660
105PS1404,361695,105PS1404
105PS1492,2557113,105PS1492
SEDTMDL_77,8264738,105SED077
105FS0423,4439208,105TMCACC
105WE0579,4442708,105WE0579
105WE0591,4440566,105WE0591
105WE0601,362205,105WE0601
105WE0603,4442616,105WE0603
105WE0630,4442442,105WE0630
105WE0761,4439464,105WE0761
105WE0811,4439748,105WE0811
105WE0833,362083,105WE0833
105WE0857,360321,105WE0857
105WE1005,4442008,105WE1005
105WE1060,4441290,105WE1060
105WE1064,362285,105WE1064
R5BIO-414,360391,105WLKAKR
106WE0574,8242492,106WE0574
106CE0217,8232760,106CE0217
106CE0377,8232498,106CE0377
106CE0577,8245974,106CE0577
106FC1313,8245598,106FC1313
106FCA036,8245698,106FCA036
106FS0040,8235250,106FS0040
R5BIO-430,8232424,106MNCAHC
106PS0051,8242694,106PS0051
106PS0173,8234928,106PS0173
106FS0045,8234604,106PTCAHC
106WE0505,8245608,106WE0505
204R00807,2804039,204R00807
106WE0768,8246006,106WE0768
106WE0812,8245846,106WE0812
106WER012,8235160,106WER012
106WER037,8241296,106WER037
JonLee5,8315561,107GWCAPC
107WE0750,8318353,107WE0750
109PS0162,8316819,109PS0162
110CE0229,8316929,110CE0229
111BGCAER,8292877,111BGCAER
R5BIO-005,8305428,111CBCAER
111CR0911,2706287,111CR0911
635GRY001,8933742,114GCR2xx
111WER080,8285238,111MJE005
111PS0008,8303686,111PS0008
111PS0013,2705873,111PS0013
111PS0121,8285008,111PS0121
111PS0159,8287442,111PS0159
111PS0204,8309206,111PS0204
111PS0237,2706215,111PS0237
111RSCAER,8294601,111RSCAER
111WER003,8305416,111WER003
111WER036,2706761,111WER036
111WER046,8287544,111WER046
111WER047,8287590,111WER047
112WER078,2544661,112WER078
113CE0487,2664789,113CE0487
113GAR010,2666411,113GAR010
113GAR011,2666309,113GAR011
113GAR015,2666843,113GAR015
113GAR023,2666273,113GAR023
113GAR030,2666381,113GAR030
113GAR045,2666093,113GAR045
113GAR046,2666381,113GAR046
113GAR084,2666145,113GAR084
113GAR094,2666381,113GAR094
114GV3469,8273219,114GV3469
113GAR105,2666269,113GAR105
113GAR244,2666155,113GAR244
113NC0028,2665959,113NC0028
113WER086,2664327,113WER086
113WER088,2664915,113WER088
114CE0183,8272561,114CE0183
114CE0283,8268071,114CE0283
114CE0291,8271905,114CE0291
114CE0603,8268127,114CE0603
114CE0695,8273645,114CE0695
114FCA199,8271877,114FCA199
204R00884,2804427,204R00884
114PS0152,8272771,114PS0152
115SC6093,3880284,115SC6093
115WE0835,3879986,115WE0835
201AUD020,5330501,201AUD020
201LAG165,5329831,201LAG165
201LAG190,5329835,201LAG190
201LAG210,5329621,201LAG210
201LAG330,5330439,201LAG330
201LAG390,5330525,201LAG390
201MRS020,5330517,201MRS020
201RDW060,5330719,201RDW060
202R01308,17688275,202R01308
201ROD050,5330723,201ROD050
201WBB010,5330553,201WBB010
201WLK230,5329397,201WLK230
202BUT010,17688327,202BUT010
202PES080,17688323,202PES080
202PES120,17688091,202PES120
202PES140,17688065,202PES140
202PES162,17688085,202PES162
202PES200,17688157,202PES200
202PS0246,17687845,202PS0246
202R00908,17687383,202R00908
202R00972,17687549,202R00972
202SGR075,17687987,202SGR075
202SGR090,17688009,202SGR090
202SPE090,17687393,202SPE090
202R00376,17688283,202TUN600
203BAX030,-9999,203BAX030
203COD080,1671603,203COD080
203LOB020,-9999,203LOB020
203PS0070,1671421,203PS0070
203STW010,-9999,203STW010
204ALA410,2806979,204ALA410
204ALP010,2806337,204ALP010
204ALP040,2806327,204ALP040
204ALP080,2806319,204ALP080
204AMO180,2808559,204AMO180
204AVJ090,2803829,204AVJ090
204AVJ130,2803841,204AVJ130
204CE0314,2804929,204CE0314
204CE0602,2803723,204CE0602
204INDSAR,2808579,204INDSAR
204PS0094,2806357,204PS0094
204R00063,2803789,204R00063
204R00068,2806325,204R00068
204R00084,2806333,204R00084
204R00327,2804243,204R00327
204R00927,2803947,204R00927
204R00967,2804449,204R00967
204R01012,2809123,204R01012
204R01023,2806397,204R01023
204R01087,2804883,204R01087
204R01108,2806295,204R01108
204R01288,2804707,204R01288
204R01380,2806461,204R01380_nomatch
204R02457,2808529,204R02457_nomatch
204R02503,2804967,204R02503_nomatch
204R02596,2806373,204R02596_nomatch
204R02815,2806359,204R02815_nomatch
204R02852,2806413,204R02852_nomatch
204SMA020,2804607,204SMA020
204WE0984,2810225,204WE0984
205R00275,17695621,205AAG075
205COY610,17694855,205COY610
205R00097,17694855,205COY615
205COY850,17694631,205COY850
205R00401,17694671,205COY853
205LGA700,17694857,205LGA700
205PER010,17693221,205PER010
205PER070,17693015,205PER070
205PS0109,17694189,205PS0109
205R00026,-9999,205R00026
205R00035,17694105,205R00035
205R00042,17695833,205R00042
205R00115,17693251,205R00115
205R00154,17695685,205R00154
205R00168,17692971,205R00168
205R00170,17693075,205R00170
205R00182,17694641,205R00182
205R00355,948050173,205R00355
205R00387,17693965,205R00387
205R00707,17694105,205R00707
205R01226,17695691,205R01226
205SAR080,17693069,205SAR080
205SFC880,17694151,205SFC880
205STE040,17693251,205STE040
206CE0519,1671477,206CE0519
405BH2Bxx,22524649,405BH2Bxx
206CE0711,1669845,206CE0711
206CON130,1668937,206CON130
206DRY040,1669101,206DRY040
206DW0100,1669275,206DW0100
206FC1339,1668187,206FC1339
206HCT020,1668955,206HCT020
206PET010,1670289,206PET010
206PET070,1669491,206PET070
206PET150,1670219,206PET150
206PS0073,1669863,206PS0073
206RED125,1669143,206RCCBDC
206RIC100,1668249,206RIC100
206SON300,1670131,206SON300
206SPA050,1671765,206SPA050
206SPA150,1671547,206SPA150
206SPA160,1671547,206SPA160
206TUL120,1669259,206TUL120
206WIL100,1671779,206WIL100
207ALH130,2789251,207ALH130_nomatch
207DW0017,2784535,207DW0017
207KIR090,2787965,207KIR090
207KIR110,2787973,207KIR110
207KIR095,2787965,207KRCK07
405BH3Cxx,22522865,405BH3Cxx
207MTD010,2785127,207MTD010
207MTD020,2785133,207MTD020
207MTD130,2790333,207MTD130
207PS0241,2784567,207PS0241
207SUI010,2785327,207SUI010
207WAL410,2789387,207WAL410
304APT,17684386,304APT
304BRA,17684084,304BRA
304CAW016,17682526,304CAW016
304CAW153,17682682,304CAW153
304CE0036,17682178,304CE0036
304CE0532,17682456,304CE0532
SEDTMDL_55,17684386,304SED055
SEDTMDL_58,17682304,304SED058
SEDTMDL_68,17684378,304SED068
304WADRED,17682686,304SED073
304KILMIL,17682242,304SED110
304WE1096,17682688,304WE1096
305CAW161,17663007,305CAW161
305PS0034,17665507,305PS0034
308BGCxxx,8189139,308BGC
308BSU,8189809,308BSU
308LILPAL,8188755,308LILPAL
R5BIO-325,8188811,308LSRASC_archived
308ROCBBQ,8188719,308ROCBBQ
308WER325,8188799,308WER325
309ARCBRC,8203373,309ARCBRC
309GABCSC,17604473,309GBCR04
309LAS1MI,8203439,309LAS1MI
309SANBWR,8205487,309LOR
309NATCAS,17604471,309NC2271
309SALPOZ,8213739,309SAP
309SAT,8213289,309SAT
VENTURA13,17585818,402M00043
309SC2BCG,8202263,309SDCMCC
SEDTMDL_57,8205291,309SEC
310ADC,8190405,310ADC
310AGB,8193667,310AGB
310CE0084,8192613,310CE0084
310CE0148,8193603,310CE0148
310COOxxx,8193645,310COO
310OLDxxx,8193557,310OLD
312CUT,17635024,312CUT
SYSY1,17609015,314SYRASV_archived
314WE0542,17608421,314WE0542
314WE0898,17608135,314WE0898
314WE1102,17609433,314WE1102
AHAH1,17594741,315ARH101
315CAP,17594801,315CAP
RCRC1,17595479,315RC3
402BA0031,17586626,402BA0031
402BA0079,17586810,402BA0079
